accepted_idx	post_warmup_idx	logp	nu_0	nu_1	nu_2	nu_3	nu_4	nu_5	nu_6	nu_7	nu_8	nu_9	nu_10	nu_11	nu_12	nu_13	nu_14	nu_15	nu_16	nu_17	nu_18	nu_19	nu_20	nu_21	nu_22	nu_23	nu_24	nu_25	nu_26	nu_27	nu_28	nu_29	nu_30	nu_31	nu_32	nu_33	nu_34	nu_35	nu_36	nu_37	nu_38	nu_39	nu_40	nu_41	nu_42	nu_43	nu_44	nu_45	nu_46	nu_47	nu_48	nu_49
681	2712	-419.9861406305	1.7826432934	4.8531253233	-5.8190826266	0.9217126151	-0.4538068876	0.4753604750	2.5019318393	-1.4894007379	0.4509559913	0.8197591149	-2.5291302242	-2.2843790656	-0.0273729838	1.6718628214	0.3007499565	-1.0787151155	-1.6171438851	0.4758690008	0.0493674547	-0.3491882698	0.4098425104	-0.7388249707	-2.0386973675	0.9194783137	-0.1361965711	1.0846672031	0.9915176553	-1.1594624561	1.7009339916	-0.9293698418	1.2931262983	-1.3108278408	-0.0955243103	1.0267071435	0.0537949478	-1.3029857638	1.0411600220	-0.3902370553	0.2612216504	-0.9163838470	0.8487405564	-2.1940005564	0.6973419332	1.2078075370	1.8253689272	-0.0774611133	0.7751553069	-0.1993272908	0.7654517796	-0.2952067455
682	2715	-418.5119296854	1.7633545788	4.6715612358	-5.8869439537	1.1017586210	-0.2762422570	0.2341938835	2.1918487842	-1.5000048671	0.5047254797	0.8629901810	-2.5837901195	-2.2549483489	0.4578328322	1.9017973167	0.1844325088	-1.2245852109	-1.4960303496	0.3256332420	0.4454869983	-0.5631652849	0.3681484869	-0.5541331453	-1.8732081210	1.0246305166	-0.1032398445	1.0048970363	1.2525404156	-1.1926197147	1.4826270469	-1.0642738149	1.3972222142	-1.5359315833	-0.0192307813	1.0953248322	0.0057101443	-1.1624869738	1.0609055263	-0.3391894617	0.1528715207	-1.0147582790	0.8755163761	-1.7051997107	0.9369764496	1.2374456977	1.9380789023	-0.0686658832	0.8908949285	-0.3064338079	0.9004467804	-0.2793872799
683	2719	-417.5576769049	1.7477675119	4.8533767980	-5.8303655705	1.2094132210	-0.0055583085	0.6304458166	2.0904003078	-1.7314860746	0.4555321851	0.7837429198	-2.4989966815	-2.0778038131	0.4380000996	1.8674437611	0.4894166946	-1.4509823590	-1.3053376863	0.1903824685	1.0404016116	-0.7253428475	0.4886021643	-0.2210237309	-1.4284005969	1.0630631088	-0.3646479026	1.1419243634	1.2662366761	-1.4401159505	0.9243547379	-0.9381145096	0.7516408240	-1.4783193907	-0.1102141074	1.2868263039	-0.1698572359	-1.3468462422	0.9755855002	-0.3185260096	0.2204003070	-1.0338610517	1.1282659799	-2.0357570953	1.1397758434	0.9363837447	1.7788223502	-0.0474160188	1.0038597113	-0.5498355094	0.9422676258	-0.0635013952
684	2720	-417.7319534960	1.9994487491	4.9529467776	-5.5986993706	1.2551866829	-0.1329905613	0.5338761779	2.3494026920	-1.6228008680	0.6079403263	0.9074343440	-2.4850979748	-2.1536334416	0.1498539613	1.9004753213	0.3723924950	-1.3791622326	-1.4423170944	0.1081918232	1.1540867095	-0.3341284581	0.7093458470	-0.2305894991	-1.2288458355	0.7620259492	-0.7671143925	1.1181212350	1.0732382849	-1.3158456599	0.7409381287	-0.8299581564	1.0428603066	-1.7388615510	-0.1763636171	1.0426734038	-0.4023586230	-1.4102219376	1.0768791139	-0.1371451819	0.5009010846	-0.7624306289	1.2734590869	-1.6541470303	1.0062204404	1.1526433608	1.7416474554	-0.1725303543	1.0815138165	-0.3847483342	1.1258346004	-0.2881663785
685	2722	-418.6864612496	1.9675388794	4.9347413674	-5.3683042023	1.1347241379	-0.0582922888	0.4449379840	2.5391555945	-1.5097231921	0.9602474336	0.7906057167	-2.8160314861	-2.1522801744	-0.0042328361	1.8611614288	0.2625417606	-1.1875473400	-1.4186663201	0.3160543935	1.0782117242	-0.4868753389	0.7735402391	-0.4161102524	-1.3323746032	1.2685031588	-0.6907764498	1.0356224679	1.2643059942	-1.1622954937	0.5114880615	-0.9713453014	0.7915945925	-1.7838504321	-0.0546771977	0.9381673615	-0.2423860585	-1.2089341447	1.0769612099	-0.0614327495	0.3037361337	-0.5190923740	1.2376095700	-1.7401504098	0.8803592053	1.4670536647	1.6629700301	0.1036046117	1.2297787798	-0.3315421235	1.1799254758	-0.0709264392
686	2729	-416.4417532133	2.0070046387	4.7575026591	-5.1555330684	0.9901892972	-0.2012239090	0.5024355155	2.4416292796	-1.3201826995	1.1436549956	0.9275612429	-2.6841010606	-2.2734011191	-0.2512333630	1.3809257546	0.4918345503	-1.1002535686	-1.6147295007	0.5830609854	0.8780258523	-0.8102080320	1.0603402477	-0.6685745012	-1.2603699201	1.3566284132	-0.7396262343	1.0536427592	0.7849215575	-1.3391878353	0.1276385389	-0.7479398272	1.0871706317	-1.7889123302	0.1660948585	0.9807852388	0.1322759782	-1.3192381767	0.7210598277	0.0166137053	0.1194590136	-0.3949146363	1.3193846693	-1.6974459207	0.7623156581	1.4157253676	1.4938808498	0.1660574897	1.0840630790	-0.5229992006	0.7889178684	-0.0501028722
687	2730	-414.6931210291	1.8024675857	4.6204410395	-5.4366780550	0.8976982502	-0.3791932539	0.6417776903	2.1768622681	-0.9102788198	1.3794150091	1.4432256993	-2.6989162789	-2.1217506962	-0.2959230898	1.1917642163	0.6822642251	-0.8256718457	-1.6055318627	0.7590789045	0.8089886160	-0.8997547652	1.3808867410	-0.7061079670	-0.9266499502	1.1299341910	-0.7461971261	1.1511535863	1.1233000668	-1.4399088689	0.0082899708	-0.8485661839	1.2987676559	-1.5363362773	0.0451512891	1.0768996772	-0.1787011054	-1.3458490127	0.7614129602	0.1555959623	0.1920431595	-0.6286126078	1.3482442232	-1.7697613079	0.4271117139	1.5263411144	1.1954036777	-0.1096569769	1.1406450652	-0.2545917029	0.5010543890	0.0173341582
688	2734	-415.5398358304	1.8317503750	4.7795835761	-5.5744747439	1.1355381369	-0.4404528613	0.6179578556	2.1742182756	-0.6765853108	1.5316046869	1.3495675149	-2.7736720365	-2.0094723312	-0.2454982769	1.0742940415	0.6603963283	-0.7401533706	-1.3096186334	0.5390994271	0.9256506780	-1.0529060301	1.2111649221	-0.6508106706	-0.7934060482	1.3324579855	-0.5798958663	1.1890432381	1.2875601452	-1.6038325634	0.0972622885	-0.8569308289	1.4399814507	-1.2481161826	-0.1995096497	1.1323453441	-0.2861045746	-0.8295612512	0.6633710677	-0.1631082840	0.0357494694	-0.7377983629	1.3948412988	-1.5988891471	0.2453056564	1.4455450963	0.9545904522	-0.3173239006	1.0867857898	-0.0889692794	0.2644622273	0.0266278472
689	2738	-415.3595046012	1.9227020810	4.6918303468	-5.5801493473	0.9738030252	-0.4672554733	1.0838848063	2.2417793914	-0.8044435277	1.4255270498	1.2828512582	-2.8906517469	-1.8767892354	-0.7252537306	1.0387984684	0.7600266749	-0.8446720064	-1.5920311770	0.5267744029	1.2290843810	-1.0670137364	1.5578080372	-0.4953438826	-0.6805070243	1.2398551045	-0.5918594168	1.0292000243	0.7093239213	-1.1742019137	-0.0241059715	-0.8368960753	1.3056475466	-1.3508171601	-0.3883743035	1.3269824677	-0.3783567289	-0.8479256133	0.3997604312	-0.3424299390	-0.3273165408	-0.6008151270	1.4196971009	-1.7246399995	0.1587229806	1.8597284813	0.6308641477	-0.0683256540	0.6958271946	-0.0914058985	0.1635031591	-0.0328490390
690	2742	-414.6486880629	2.0306563820	4.3845668279	-5.6667976678	1.0444078789	-0.3362582687	0.9876937569	2.0529580314	-0.4692769562	1.1943934801	1.4056909888	-2.4967535713	-1.8939929536	-0.6134118590	1.1016080523	0.7324954409	-0.7169717464	-1.7526167450	0.3743746996	1.4599010480	-0.8136956787	1.7786533145	-0.4456835150	-0.8131957086	1.4095040309	-0.4640747222	0.8232405141	0.3804953645	-0.9268528782	-0.1792763756	-1.1428146726	1.3521352832	-1.2639872125	-0.5108806798	1.2416848235	-0.1676890704	-0.6331876920	0.2475003228	-0.1804899934	-0.4363856813	-0.3793621819	1.2644454118	-1.7140352118	-0.0609365497	1.9905199668	0.8962099096	-0.3152183303	0.7870619030	-0.2209246453	0.3728475958	-0.2856933076
691	2749	-413.2063545216	1.7805451305	4.5667870292	-5.3520322000	0.9506389328	-0.2286166414	0.6621302773	1.8815306399	-0.5061399794	1.1521649095	1.3519367413	-2.4035819296	-1.4631534656	-0.1233956047	0.8866349134	0.5900151969	-0.9797328319	-1.8547640914	0.4043435387	1.5500861755	-0.4522179847	2.0714692877	-0.6243228782	-0.8345003794	1.1966733819	-0.3577754266	0.9165496008	0.5329191397	-0.7646147104	-0.0843477459	-0.9461362910	1.6359349147	-1.1814441466	-0.2953288380	1.2754807306	-0.0587112032	-0.8496255499	0.1480245848	-0.4094417730	-0.7614484622	-0.1873557860	1.1966549226	-1.3664861531	0.2175591905	2.0562812182	0.9452162370	-0.2443592651	0.5063582356	-0.4832575704	0.3825083753	-0.5755241299
692	2758	-413.6965501061	1.7776802057	4.5427027152	-5.7176885034	1.2022970222	-0.2829916290	0.9307091891	1.9975879639	-0.7326015754	0.6235379351	1.1727067118	-2.7858082126	-1.3863272624	0.0077548728	0.8931455650	0.5624960967	-0.8479735125	-1.7920230324	0.2634987862	1.5638818411	-0.5415601016	1.9939303091	-0.7415707607	-0.9790578765	1.0023013281	-0.5825300130	0.6750550031	0.4424611450	-0.5906410810	-0.0297362224	-0.9974284865	1.7005554479	-1.3451947909	-0.0730586676	1.1598606309	0.2107949919	-1.0899944606	0.1598193621	-0.4317589829	-0.6485439635	0.1314951885	1.1448089729	-1.4683906991	0.3410002695	2.0287647748	0.6898849842	-0.3753589510	0.8103355742	-0.0131056847	0.5883402231	-0.4024415292
693	2759	-414.5833277888	1.7501153775	4.4316605661	-5.6079368713	1.3359848069	-0.4572654132	0.7579952110	1.8095389714	-0.8383810143	0.6585226811	0.9779238335	-2.6860709233	-1.8990292223	0.1243550595	0.7589368961	0.5796174623	-0.8374260575	-1.9621627398	0.4036766834	1.4190052945	-0.5035554092	2.0189429596	-1.1072468945	-0.8042831228	1.0182380322	-0.5119542613	0.7774034636	0.4587045574	-0.6185651109	-0.1836422357	-0.5883242712	1.6460980179	-1.1014782494	-0.1867868691	1.1268283352	0.3174180287	-1.1386169422	0.2307022069	-0.3809703419	-0.5892493072	0.1179249078	1.6223979612	-1.6939922555	0.4639167752	2.0972905323	0.9674792496	-0.5160234907	1.0391326891	-0.0601374779	0.4906563685	-0.2823919776
694	2760	-414.6443555556	1.6000845411	4.5108073068	-5.3973351062	1.5945705796	-0.5478288978	1.0621900848	1.6972107237	-1.3139785165	0.3882513826	1.2934301248	-2.3584400442	-1.6912970877	0.3162140178	0.8587756123	0.7154491732	-0.5812330430	-1.9748441015	0.5454014822	1.5051388362	-0.5266166268	2.3031598564	-1.0041863124	-0.6136670328	0.7454964933	-0.4575549183	0.8220407113	0.4869546093	-0.4936625888	-0.0650129499	-0.3880120179	1.6508928660	-1.1848294814	0.0650776722	0.9064757186	0.1662056896	-1.5127304796	0.1778126527	-0.2999693061	-0.3222459061	0.1604221899	1.3068709829	-1.7497745284	0.0823303756	1.8000853270	0.7746069348	-0.5475109010	1.2232380772	-0.1940974273	0.5184390057	-0.0910048656
695	2772	-414.4444663451	1.7207089974	4.8550796240	-5.4786599087	1.8609662272	-0.6701051544	1.0413609564	1.6210268112	-1.5299684096	0.4532661124	1.0641619613	-2.3136063350	-1.5406894384	0.0015188976	0.7216849302	0.5540303930	-0.4446954048	-1.7645971225	0.9371795201	1.4092095418	-0.8695514689	2.5155641802	-0.8914198972	-0.5284390225	0.5190991575	-0.5622353340	0.8778034750	0.3054167624	-0.4044559097	-0.2078655920	-0.4404642429	1.7095988201	-1.2169674235	0.1443002221	0.6710403364	0.0395496879	-1.5473172812	0.3199676088	-0.2411920527	-0.4080934983	0.2578322196	1.2754743011	-1.2787953772	-0.1602932519	1.3985890075	0.6824550027	-0.6242590888	0.9400983628	-0.1625751646	0.6097116466	0.0815914607
696	2774	-414.3205025696	1.6619147831	4.7132244905	-5.3045295626	1.9556046956	-0.4763373477	1.1139514796	1.5297920523	-1.5986804163	0.3711501982	0.9847762347	-2.1254949460	-1.4453746578	0.0353661149	0.8478150428	0.3282282185	-0.3935081479	-1.9606056983	0.7924074005	1.3015296846	-0.7793935295	2.5811503415	-0.9134482327	-0.9530115065	0.5698428584	-0.3607199794	0.6549317048	0.2962527355	-0.5218630478	-0.2517081620	-0.2955522702	1.6831661205	-1.4464851206	0.5789286479	0.6658325787	0.0791997928	-1.4973597063	0.0014350000	-0.2481547306	-0.4342556016	0.3358857609	1.5065306775	-1.1373899534	-0.1235630822	1.2474046466	0.5007851111	-0.8397554044	0.9443260982	-0.1664419702	0.7621603520	-0.3367027962
697	2782	-414.3687642124	1.6257986640	4.7188981059	-5.0744817775	1.7847276816	-0.3986000557	1.4647013734	1.5958495507	-1.8263571083	0.6922604297	0.8151486712	-1.8966280397	-1.2545417484	-0.1839736572	0.7819911778	0.2245747616	-0.8755736129	-2.1820389479	0.8324314411	1.6258668781	-0.6392378552	2.4203153592	-0.7030854377	-0.9314636886	0.4688727532	-0.4136443595	0.3532482100	0.1785027370	-0.4837659080	-0.2611114996	-0.2620214751	1.6541767104	-1.6631784821	0.7754492487	0.4116625051	0.1788425883	-1.1893397647	-0.0921245796	-0.2652396549	-0.5727689356	0.0196266079	1.4821791580	-0.9789110622	0.3180562891	1.5042291540	0.2782822176	-0.8971843574	0.9016575971	-0.0619279072	0.7320825185	-0.2953019980
698	2784	-414.3936994884	1.7051764934	4.8383882617	-5.0954115421	1.4691185700	-0.5029147020	1.2927470698	1.4747787309	-1.8432283123	0.8097240977	0.7668043437	-2.0471446283	-1.3757588939	0.0940502651	0.7910678486	-0.0717622118	-1.0202196231	-2.5237218290	0.8307987599	1.3494913169	-0.3125841083	2.3825311711	-0.9843707582	-0.9492241927	0.5187350981	-0.2797879428	0.4115258704	0.5883548880	-0.5060944058	-0.1652977811	-0.2930400097	2.0731171433	-1.8630565293	0.9694702511	0.2806951015	-0.1489402188	-1.2061302408	-0.2736817188	-0.2676471750	-0.5232903800	0.1700283439	1.3977120265	-1.2727755077	0.0459939764	1.4864273372	0.0417225722	-0.9970722703	0.7557601518	0.1096713234	0.5847710344	-0.2008429907
699	2789	-414.4363901963	1.6765927522	5.0116702583	-4.9967598395	1.4268782539	-0.5657307178	1.0995038923	1.7051262298	-1.8641608072	0.4835190189	0.7347900414	-2.2790895663	-1.4639814782	0.2372267282	0.7358737343	0.0763324426	-0.9547799567	-2.5608052527	0.6675202823	1.1507629554	-0.3998567328	2.4244086303	-0.8821737311	-1.0781123006	0.5192872389	-0.5978339665	0.3748883721	0.6885303038	-0.2916438168	-0.2187533491	-0.4488224558	2.1544891111	-1.6854042323	0.6975361255	0.0160296012	-0.0883943013	-0.9793493953	-0.4966192822	-0.4107569032	-0.6606694288	-0.0815362788	1.2581641223	-1.2275378870	0.4035516978	1.5527486151	-0.0178015758	-1.0734016422	0.7182787065	0.2525443991	0.6075399328	-0.1106219201
700	2807	-413.7318789908	1.5533141761	4.8193874989	-4.9137196800	1.7499254440	-0.5459629856	1.1663281034	1.8490402971	-1.9372315176	0.3684024815	0.7057626523	-2.1042463587	-1.5295014977	0.4921626739	0.8747903887	0.3573922566	-0.7158246715	-2.6529632437	0.7197646574	0.8296633339	-0.5829420238	2.5093709639	-0.6399960502	-0.7108468095	0.6731355878	-0.5679553749	0.2946394389	0.7657421124	0.1788010993	-0.0795546073	-0.4575843972	1.8405055095	-1.3755989671	0.8301140048	-0.0152511452	-0.0328912456	-1.2736113427	-0.4686671143	-0.6278075735	-0.9228250305	0.3146809754	1.2964372431	-1.0566798318	0.2961271983	1.3943662152	-0.0658233294	-0.7704720848	0.4359377600	0.5148891065	0.5021423853	0.0135008296
701	2814	-413.9098811480	1.6466388838	4.5010300463	-5.0341897494	1.8057196083	-0.0937097968	1.1063812739	1.9278078870	-2.2827352317	0.4868860797	0.5283348991	-2.5429123023	-1.8432280664	0.3270487935	1.1339197735	0.3038079679	-0.6859816699	-2.5966991587	0.6750079750	1.1380207403	-0.4291485479	2.4773394293	-0.5728143599	-0.7242407765	1.0929666907	-0.3877862038	0.5125028745	0.7130772635	0.3757257516	0.3026581104	-0.6601207901	1.9367318691	-1.1890455633	1.0763215768	-0.0850372278	0.1091041543	-1.1617774763	-0.1795020803	-0.6096275442	-1.1721423012	0.3504781670	1.1224419515	-0.9191605411	0.3112806574	1.6932856448	-0.1654978168	-0.5620483081	0.5313487271	0.6945294855	0.2907191391	0.2879699206
702	2817	-414.2109037061	1.6311584457	4.5184925599	-5.3146485692	1.7741381322	-0.0898986137	0.6402094484	1.8270495246	-2.5659947125	0.3700250513	0.3616869592	-2.2552375824	-1.5263168038	0.5296782485	1.4048947259	-0.0055852006	-0.8833235037	-2.7230694345	0.8031017703	0.8799396383	-0.1974720529	2.3675457657	-0.7304507794	-0.4199232778	1.0155719671	-0.2664546841	0.6080184072	0.4665683456	0.2392268813	0.0756825113	-0.9450954390	1.5906948788	-1.0883167308	1.4920257455	0.4404015512	0.0914781954	-1.2943250808	-0.3668507861	-0.6333602995	-1.1185417423	0.5473818150	1.2340757107	-1.1800470829	0.0394877446	1.3876184242	-0.1999499214	-0.3783839784	-0.0654507824	0.8936728380	0.5845921582	0.5159330438
703	2818	-414.9937030747	1.7836442028	4.6996629189	-5.4730180216	1.4007383481	-0.0171268785	0.4586801961	1.6003888191	-2.5523853517	0.2192547292	0.5310172893	-2.3628893536	-1.8873975944	0.2631936164	1.6808254893	-0.1027396394	-0.7214535274	-2.7733051426	0.9782120542	0.6161486177	-0.2231726252	2.4348574503	-1.0904086762	-0.6263262213	1.1167785582	-0.4112896359	0.6225763795	0.5077457617	0.6051372603	-0.0947792667	-1.2876498343	1.4455845611	-0.9249312623	1.3705919259	0.5105665932	0.0364380047	-1.1271562092	-0.5418328089	-0.4746814802	-1.1521029815	0.5714356929	1.0181072592	-1.0460958093	0.0749858822	1.3953139530	-0.3515012550	-0.2561762516	0.0871360184	0.6572508063	0.8354740763	0.4761680983
704	2819	-416.5234913149	1.8310462181	4.8739193021	-5.2792911463	1.2478824625	-0.3091256087	0.2388676516	1.6558328447	-2.6537694344	0.2782768273	0.3854959454	-2.2143552563	-1.7142988090	0.1481025798	1.8840745104	0.2432233121	-0.3781910017	-2.6785124207	1.0045486126	0.6629268264	-0.3935659030	2.3831704499	-1.1577155606	-0.6725749613	0.9579030139	-0.2162422833	0.5896152629	0.3956441936	0.5668989667	0.0181517061	-1.4645444076	1.4008996036	-0.8260005003	1.0223153278	0.4266870099	-0.0406692123	-1.2572539621	-0.6332244204	-0.4862519152	-1.2438053997	0.5607249874	1.1709474846	-1.0887226102	0.3285139641	1.8191854377	-0.3757551166	-0.4594963596	0.0324792184	0.6038881072	0.9670240624	0.4605419247
705	2821	-417.7368995956	1.5052644174	5.0180748727	-5.2355983097	1.2551524338	-0.3270788043	0.2389023464	1.3541386698	-2.6233104281	0.3788989399	0.3951849067	-2.2867256902	-1.1244089149	0.2909633566	2.2113152562	-0.0789658484	-0.5361376479	-2.5173044859	1.0410112281	0.7265181462	-0.5153651434	2.1916943056	-1.2938110946	-0.7570909005	0.8568885945	0.0695558168	0.5274623213	0.2376907229	0.2790158820	-0.0609310784	-1.5069545149	1.3887786450	-0.5638589654	0.8517000631	0.1184876855	0.1523608292	-1.3049826387	-0.6544512600	-0.8378751006	-0.9878222091	0.4479147912	1.3074781451	-0.8493608075	0.6723188851	1.5754184553	-0.3702249481	-0.4168735469	0.1718988905	0.9398933061	0.7327495986	0.2625759833
706	2827	-415.6099808669	1.8736228313	5.1347024720	-4.9837333862	0.8748268981	-0.4522797525	0.5905085025	1.3336730350	-2.5352771702	0.3235110325	0.1809342782	-2.2390693331	-0.8974275842	0.3457949574	2.0763561620	0.0408429804	-0.6358253471	-2.0493988703	1.0315687762	0.5466613017	-0.3885408929	2.3085341383	-1.4435956636	-1.1066228673	0.7794875124	0.1042168311	0.3423235450	0.0570847962	0.4397819714	0.0229096176	-1.2183393119	1.6213258073	-0.4581714062	0.8066395951	0.3606598867	0.3562706238	-1.5053117715	-0.7062473988	-1.0067219264	-1.0193637667	0.6177039213	1.2639130610	-0.4753541519	0.6269170673	1.5725908493	-0.5266927998	-0.3580276284	0.2976950262	0.8565807683	0.8629085832	0.1942710188
707	2831	-414.5035817286	1.7368149732	5.0636168123	-4.8359381724	1.2879276107	-0.4770157785	0.6118020789	1.0441661650	-2.4970651492	0.3786548764	-0.0292815367	-2.3411948474	-1.2482990441	0.1735190246	2.2851356431	0.3262647798	-0.6405595746	-1.8760415716	0.9605869645	0.5576892133	-0.1608231186	2.0269351164	-1.6025351850	-0.8424912534	0.4212160868	0.2943345650	0.2724593554	0.3594987813	0.1355734211	-0.0392209810	-1.0292090400	1.8370612980	-0.5305814122	0.7626970242	0.1150220862	0.0726151994	-1.4549476675	-0.4539108307	-1.0970864340	-0.9667305462	0.7996653340	1.4446983648	-0.4880024384	0.8289592464	1.4630879032	-0.5210277641	-0.1584996435	0.0927557995	0.3871622121	0.7142060415	0.5006450298
708	2837	-414.6834767373	1.8550461592	5.1183752038	-4.9861178888	1.2516933968	-0.3799327054	0.6035808307	1.2531090840	-2.5409332611	0.5021040678	-0.0595132133	-2.4903128593	-1.2944809463	0.1568824056	2.0432711687	0.3830280028	-0.8312954788	-1.7390704126	1.2567723578	0.6308087697	-0.2151695849	1.7747806348	-1.5564592647	-0.8832336636	0.3283208822	0.2826459505	0.3905374479	0.0266101479	0.3595650184	-0.1680441180	-0.9218052010	1.9187826776	-0.3540200216	0.7141806192	0.0081064554	0.3265052356	-1.4803296429	-0.3917940484	-1.1882881046	-0.8288185504	0.7548963876	1.3326371346	-0.4182300484	0.8378244834	1.9252116326	-0.4924965308	-0.0840103948	0.2706242629	0.3793898036	0.4728878912	0.6622917232
709	2839	-414.5949576544	1.7991562150	5.0981171683	-5.1357499866	1.2909822690	-0.1928858666	0.3826142104	1.1946554567	-2.6282228282	0.5527951989	0.1660559389	-2.5971551568	-1.2284366872	0.4294850779	1.8597383362	0.1656316744	-0.9476218009	-1.4939197417	1.3884556380	0.5185759648	-0.2648443651	1.8249993625	-1.4474593043	-0.6338118054	0.1456939486	0.1378196722	0.5036171781	0.0948987862	0.6454355979	-0.1342518555	-1.0949360241	1.7409128092	-0.3128126624	0.3978832815	-0.1810326274	0.4015547745	-1.2894768580	-0.9795176846	-1.0669845524	-0.9543807841	0.9072751294	1.4426718454	-0.0196078540	0.8224761312	1.6830823753	-0.6669534998	-0.2704248382	0.4460174923	0.2193403640	0.1811365532	0.6304186406
710	2844	-415.1987675047	1.6408876587	5.0003888114	-5.0841169567	1.3406279838	-0.3744738711	0.4404261115	0.8536952240	-2.7534178054	0.7378736085	0.1944922449	-2.6043013747	-1.2038048929	0.6320028804	2.0202032426	0.1727511673	-1.2736044364	-1.6643493767	1.3898415877	0.2074756976	-0.4011869939	1.6071837824	-1.4703489933	-0.4444723054	0.0634466191	0.1069004827	0.1505994268	-0.0293469439	0.9968456702	-0.0628501381	-1.3600221144	1.6640331001	-0.2137865242	0.6700738737	-0.0819076441	0.6144228051	-1.2198855586	-0.8274697747	-0.9267982973	-1.0732059896	0.7858685299	1.2474796816	-0.0357541027	0.9530858875	1.4482030788	-0.7234836173	-0.0689791822	0.6011083954	0.2454761387	0.3100927071	0.8575083141
711	2845	-415.1086822194	1.8007741299	5.0038257110	-5.1457169208	1.4102938917	-0.5306075216	0.4382832003	0.9983131598	-2.6450273443	0.7228217529	0.1414080226	-2.5754588348	-1.2232935921	0.4516748817	1.6834428648	0.2026044041	-1.2851867947	-2.0951217275	1.4817039194	0.5400595811	-0.4112507983	1.4346731515	-1.1526453147	-0.6754925154	0.2003913886	-0.1068518775	0.1128058532	-0.3172393282	1.1388405406	-0.4490226459	-1.3502786770	1.7933720383	-0.3039104818	0.3293914999	-0.1977780099	0.5344870405	-1.2080384250	-0.7713364771	-0.8078452949	-1.1861608463	0.6817913631	0.7396235730	-0.3520292304	1.1438069897	1.5326221117	-0.6517065061	-0.0675908758	0.4901650460	0.2364135852	0.2625472317	0.6804690804
712	2853	-414.3841686334	1.7465114080	4.9782648314	-5.1740004594	1.5467020722	-0.6476664818	0.5720767081	0.6826218500	-2.3854449108	0.9393410649	0.0300776331	-2.8818606346	-1.5873924146	0.4613279986	1.3650390348	-0.1132437941	-1.1683339254	-2.0775678172	1.3216366090	0.4212788181	-0.5215769587	1.5896675539	-0.9519483007	-0.7753281944	0.1510917947	-0.1698537893	0.2585771080	-0.4917984820	1.0961322357	-0.3006868798	-1.3415890275	1.9078277292	-0.4979027923	0.2208677674	-0.4024124381	0.4663612947	-1.2441806490	-0.6338513006	-0.9042511091	-1.2560856714	0.5074610368	0.5457789802	-0.2248191341	1.2322969204	1.5665745185	-0.6827329335	0.1158183511	0.4394096561	0.3841012375	0.1575178242	0.7129045695
713	2856	-417.9611067047	1.4864572173	5.1901372642	-5.1264431148	1.4362964946	-0.8014253836	0.6354024759	0.6311904694	-2.3658317703	1.0124010052	-0.0706241312	-2.8555255261	-1.8297818624	0.3955956846	1.2402204622	0.0660249755	-1.2507831676	-2.2491189039	1.6144336595	-0.0340317780	-1.1360107362	1.8725684279	-0.7286932476	-0.8797505887	0.2687180366	-0.2630442928	0.2537028978	-0.3068803751	1.2673644684	-0.6061059943	-1.1050976384	1.7553175881	-0.6670137599	0.1566787490	-0.3015561047	0.6438983310	-1.2015565400	-0.5104900216	-0.6963195840	-1.3558579836	0.3621077962	0.4210913934	-0.0160521682	0.6941526499	1.5590685517	-0.7224970697	0.1951476823	0.3281706683	0.0666961324	0.3612997099	0.8740698339
714	2858	-417.8963747503	1.6548096285	5.2256897032	-4.8525520581	1.3514906170	-0.5928457492	0.6747178776	0.8679313293	-2.6605620288	0.8866833347	0.3216334212	-2.7284356797	-1.9428577516	0.5077343700	1.3672320131	0.0612254665	-1.1854554414	-2.2954572797	1.6862131957	-0.0661006423	-1.3928583311	1.9395666233	-0.6937190771	-1.0151948449	0.0597454788	-0.1138598697	0.0863750050	-0.1852779310	1.2149145169	-0.7975898123	-1.2944354917	1.8200672378	-0.0067549803	0.0956111500	-0.3275253260	0.6052347565	-1.2865756325	-0.5887745405	-0.5775159532	-1.5269842328	0.2741999605	0.0694439540	-0.0610482083	0.7883851761	1.7119086907	0.0124383530	0.1621687576	0.3985214287	-0.2703083962	0.0360726049	0.7415662672
715	2860	-417.3728649308	1.9589542290	5.4099805797	-4.9675296015	1.4974644845	-0.6418428499	0.7964792577	0.8754404865	-2.7988343998	0.7859708686	0.3977113612	-2.4778472424	-1.9424385844	0.3715673417	1.1363443271	-0.0354286763	-0.9903053328	-2.1138523014	1.3451433180	0.0275769537	-1.4099550228	1.8195454239	-1.0962087172	-0.8790045246	-0.0580422339	-0.0683614167	0.0391118751	-0.4454274689	0.9688476130	-0.9993381050	-1.3250333879	1.6915617751	0.1618783738	-0.0116698900	-0.4527062632	0.5467795297	-1.3377350677	-0.4638564421	-0.5211899752	-1.3891147114	0.5286095825	0.1341486563	-0.0479385392	0.6247301251	1.8657950040	-0.0273652684	0.0812443477	0.1639258843	-0.3586439288	0.3133469606	0.6486953006
