accepted_idx	post_warmup_idx	logp	nu_0	nu_1	nu_2	nu_3	nu_4	nu_5	nu_6	nu_7	nu_8	nu_9	nu_10	nu_11	nu_12	nu_13	nu_14	nu_15	nu_16	nu_17	nu_18	nu_19	nu_20	nu_21	nu_22	nu_23	nu_24	nu_25	nu_26	nu_27	nu_28	nu_29	nu_30	nu_31	nu_32	nu_33	nu_34	nu_35	nu_36	nu_37	nu_38	nu_39	nu_40	nu_41	nu_42	nu_43	nu_44	nu_45	nu_46	nu_47	nu_48	nu_49
1	9	-423.3642425933	4.1076835095	-3.9936079757	-3.5514029222	-0.0904487261	0.3316783522	2.5102422169	1.7569477081	0.4443725753	-0.3914974257	0.5739792366	-2.2130012796	-0.8054858010	0.1395702943	0.1740316499	-0.0499373194	2.9440455786	2.2934289271	1.3171664672	0.6891770892	-1.4412473757	1.0641723402	-0.8287993088	-1.7812084725	-1.0407445735	0.9852312518	-1.1259820644	-0.2762446756	1.3056477538	0.7731574411	1.7674084922	-1.3206039550	-0.5539437215	0.0995285851	1.8461514915	0.1005563239	-0.1533719025	-1.1241599438	0.3148171152	0.3860411132	1.1739417039	-0.2932722437	0.5954074357	-1.4304815049	0.0195442658	-1.7711252169	0.3601183779	-1.4245234185	0.3845680855	-0.4047503746	-0.4904410390
2	10	-425.0817027835	4.2293498410	-4.0255467740	-3.6187428010	-0.3268201322	-0.2067155370	2.3792170622	1.7354746147	0.4553722261	-0.4509129241	0.4560548967	-2.2223618376	-0.5291685297	0.1421769505	0.4020307651	-0.0942261188	2.8695913742	2.4917440051	0.9497150199	0.9007155552	-1.2531268681	1.3993371557	-0.9133558443	-1.8896727940	-1.7088366021	0.8598483614	-1.3651701718	-0.0333979488	1.2980226524	0.9814908038	1.6995188602	-1.2904272947	-0.7781787029	0.0916994877	1.7977569742	0.1554243911	-0.3381720466	-1.2178894606	0.2451511555	0.7784743809	1.2495076019	-0.2223289309	0.6614512706	-1.3629373852	-0.1952297740	-1.9322317897	0.6497494229	-1.5448629073	0.6370099299	-0.6554901992	-0.4448975022
3	12	-426.1042321406	4.2782543540	-3.8691874968	-3.4874996726	-0.4387737923	-0.2331296632	2.6333225457	1.7118875752	0.4250888270	-0.4819683070	0.4537788926	-2.5179550153	-0.4905695059	-0.0643281660	0.4754092340	-0.0086916002	3.0357845604	2.3660203566	0.6753494082	0.4443111358	-1.2877094246	1.3397818104	-1.2757354863	-1.9165957418	-1.8457247002	1.1240873084	-1.1651768825	-0.2064271287	1.3411443874	1.1965572211	1.3488389664	-1.3053104795	-0.4895886330	0.3305170886	2.0384697645	0.0997812160	-0.4064660350	-1.3907328066	0.2052602665	0.3770560459	1.0404525638	-0.2352795629	0.5815491357	-1.2148758341	-0.2707508706	-1.9037545756	0.7377927220	-1.6573269818	0.9977759280	-0.6382618272	-0.2682437813
4	13	-426.5652648257	4.0852838301	-3.8613609836	-3.4750259752	-0.1868732604	-0.3043065505	2.5040300547	1.6597290216	0.2298466517	-0.3496629602	0.3901692911	-2.3530944064	-0.6166944674	-0.1647324809	0.6414128910	0.1461484891	3.2922723761	2.8296922922	0.8458107981	0.2478837916	-1.3962926827	0.9803910086	-1.5475187041	-1.7462710732	-1.3950514635	1.2173715305	-1.0514463466	-0.1250721372	1.2804066897	1.4961367900	1.5510764466	-1.1478596555	-0.5035339273	0.5343222085	2.0475790857	-0.0099941925	-0.7480543894	-1.2106336011	0.4758812864	0.4041558858	1.2535032136	-0.3957136057	0.6353872266	-1.2026415599	-0.2771478553	-1.9331159545	0.8868642479	-1.4872585634	1.1037796516	-0.6091183922	-0.6229329682
5	15	-428.3434418854	4.0108343522	-3.9720460419	-3.5114532253	-0.1092094671	-0.0514215208	2.6424821380	1.3653966750	-0.0077074861	-0.0007339073	0.3210279080	-2.7454980404	-0.7352050829	-0.0237407337	0.5373980287	0.5070481910	3.7282953420	2.7687659852	0.7921777612	0.0915498474	-1.2686324739	1.2575624163	-1.1862240336	-1.6704337914	-1.1370241431	0.9687157550	-0.8994390457	0.2574369019	1.3430509759	1.4979485496	1.2946140766	-1.1773486668	-0.5604894189	0.1432540739	2.1509999076	-0.0208032670	-0.7431698277	-1.1337116091	0.5708462873	0.4759185089	0.9979165847	-0.7415980770	0.7327042936	-1.2111617909	-0.3811738871	-1.9263353849	0.8546435446	-1.9444094347	0.9460650533	-0.5564992836	-0.6734178586
6	16	-427.1991711117	4.1600592233	-4.2889121872	-3.4791962051	-0.0542141925	-0.3453990082	2.4744765111	1.3946734947	-0.1390126914	0.0808690530	0.3628505479	-2.6016178910	-0.8956109600	0.1315674082	0.5786219612	0.1415958220	4.0754490044	2.6069178404	0.8816204323	0.3535684725	-1.0809092225	0.8543836703	-1.1244287056	-1.8064333726	-1.2751300752	1.1678457003	-0.7549986175	0.0180733906	1.4349222985	1.5631412580	0.8584557743	-1.2173986327	-0.5772961869	0.1691445951	2.2078069294	0.0352627730	-0.3409793224	-1.3949778345	0.3318882181	0.3876567025	1.0265087751	-0.3242156158	0.7933163167	-1.0880146912	-0.4683176960	-2.0597092860	0.5522208259	-2.0972711938	0.9998493618	-0.6214028065	-0.7676345978
7	20	-427.3192510581	4.0553840075	-4.4105878296	-3.3038170510	-0.0563489034	-0.1989447456	2.8484579911	1.4164373709	-0.5586611750	0.3776856044	0.4598915842	-2.5156607641	-0.6643169900	0.5385404885	0.2886327821	0.3885879446	4.0014722118	2.6996299140	0.9771440888	0.2356493252	-0.5516881326	0.9879470409	-0.9108290376	-1.9027444465	-1.2141911704	1.3568242930	-0.7507224171	0.2430821764	1.7000889469	1.3725147339	0.8600141123	-1.2076521369	-0.1769265032	0.2353756263	2.0529621933	0.2679917340	-0.5394148377	-1.2979507207	-0.1237873666	0.1607277724	0.8731832513	-0.4354916760	0.6271784210	-1.0922688204	-0.7246444751	-2.1796006732	0.4923404390	-1.9457899922	0.9900999809	-0.8751230450	-0.5885847324
8	24	-426.8764718634	4.0201343879	-4.4014344913	-3.3370865896	0.0474455036	-0.1111418824	2.5171345606	1.5073535205	-0.4123189513	0.2410202098	0.4653626707	-2.3943596615	-0.7521087375	0.3560731499	0.0689846750	0.2170549148	3.8900164068	2.5081472205	1.2906420201	0.1567260393	-0.6322099729	0.9505351008	-0.9502909630	-1.7226745331	-1.3992414446	1.2301907543	-0.8594378486	0.1717321428	1.5472650019	1.3506789890	1.0803897156	-1.0703351347	-0.5757155065	0.6818619124	1.9892349279	-0.0591043874	-0.5330844411	-1.3223694784	0.0771517585	0.0404470978	0.5680727181	-0.4230043195	0.5474273883	-0.9753876046	-0.6613124932	-2.6086143013	0.4280688357	-2.0717558380	1.0671045348	-0.9218638847	-0.6776581701
9	25	-425.1671281601	3.9586114591	-4.2836481470	-3.3375493531	0.1440945569	-0.1079695654	2.3403621150	1.4382397475	-0.0390333604	0.1091481117	0.7280428057	-2.3253811488	-0.9333505405	0.6561702376	0.0596730510	0.1679613654	3.7336870323	2.2182902410	1.0451683720	0.1141037799	-0.5892077130	1.0672540982	-0.6976887739	-1.3467740424	-1.4959922283	1.1344550756	-0.7180540939	-0.0572024543	1.6499370518	1.2304878152	0.8039922714	-0.9823461623	-0.3565415939	0.5244114475	2.0528656562	0.0571874051	-0.5075586188	-1.0178480562	0.0942011434	0.0962288662	0.6681029002	-0.6453673800	0.6533724789	-1.2601101334	-0.8135571217	-2.5895237837	0.5983236170	-1.9034843318	1.0728246838	-1.1020283467	-1.0345350748
10	26	-424.8657325578	4.0360666266	-4.2158988885	-3.3445294249	0.0585218559	-0.1424500444	2.1577934832	1.4903873215	0.0317442698	0.1299209588	0.5689191632	-1.8252710508	-0.8522271103	0.4884376263	0.3736797584	0.2848285237	3.5368377667	2.1436931756	0.9550511610	0.0974472500	-0.6859060613	1.1455644043	-0.5992742956	-1.4255129722	-1.4557361165	1.4092207365	-0.4520515122	-0.2940355841	1.4647844474	0.9362042012	0.8873411488	-1.3221431249	-0.5287318999	0.7335349736	2.0460165563	0.0745192026	-0.5733687269	-1.2135185190	0.1897060005	-0.0822360239	0.6466314523	-0.7650249737	0.5061281830	-0.9931166326	-1.0313488466	-2.4424175563	0.5161853752	-1.9642743901	1.1181247168	-1.3915361930	-0.9036316981
11	29	-425.8483473483	4.3492158829	-4.3295974114	-3.5352656658	-0.3767038029	-0.2385343025	2.3741698069	1.7065564026	0.1438774357	0.0405742660	0.8196260308	-1.7172182890	-0.7654889588	0.2310818848	-0.0464724289	0.2502788750	3.5953392545	2.1939019224	0.9056869472	0.3901621060	-1.1299381007	0.9710019445	-0.7460389327	-1.2311842016	-1.3618697387	1.6030049894	-0.2511148008	0.1143254366	1.4969290398	0.7401341258	0.6275774507	-1.6329640290	-0.5814570558	0.5165763404	2.2340919365	-0.2160016489	-0.8703061335	-1.3909710093	0.4614337271	0.0095132049	0.3978449463	-0.4239475847	0.7143052711	-0.9640446756	-0.9425040902	-2.8005164931	0.3476134024	-1.7160807357	0.9779063919	-0.8790119616	-0.9427860434
12	32	-424.8438033541	4.5209130133	-4.4293821726	-3.6137703087	-0.2298133731	-0.5154136817	2.5977768814	1.8950160935	0.3556774378	0.1420679548	0.9350561079	-2.2612076380	-0.1787870973	0.5273262730	-0.0986866659	0.1879374182	3.5555444980	2.1788017729	1.0347228296	0.5850952517	-1.1230313830	0.7203680656	-0.6771096691	-1.2630166128	-1.0171761747	1.7588176254	-0.2762408672	-0.1361468907	1.4771932583	0.6766711469	0.4347984592	-1.2301756923	-0.6293568821	0.4178519925	1.8816164560	-0.3827184153	-0.6907547037	-1.3304644354	0.0996030509	0.1029567811	0.3332188630	-0.3087369628	0.6163753924	-1.0131640816	-1.2062326777	-2.9352243609	-0.0772798711	-1.4441128566	0.7584991274	-1.0879790330	-0.7987744493
13	36	-423.9403757738	4.3017941960	-4.4978847309	-3.6338891754	-0.0747636847	-0.4764240254	2.6451683571	2.0408923911	0.1608491527	0.0339791867	0.9952894041	-2.3765355369	-0.1302208942	0.3528771637	-0.0308861289	0.2014650487	3.3838616714	2.1119047755	0.9673215879	0.7150226009	-1.3710701995	0.5762160445	-0.9562256613	-1.1782162652	-0.7959519884	1.7091813213	-0.0495879790	-0.1435917841	1.0845734349	0.7438077406	0.6256410425	-1.0236878665	-0.9023632431	0.4954394100	2.0425652039	-0.7215114201	-0.8103186126	-1.1338396287	0.3515898394	0.1330701419	0.2793512975	-0.1778106193	0.6449663607	-1.1695314713	-0.7722991934	-2.8384138497	-0.0193283685	-1.8194354111	0.5178061140	-1.2728152865	-1.1347128370
14	46	-426.9023826707	4.3105061277	-4.2642136996	-3.6150909838	0.1510041696	-0.4943955348	2.7059051394	2.2521602705	0.1033705653	0.0136732759	1.0417191471	-2.2884867801	-0.2586077271	0.4348526479	0.1857085843	0.5851586456	3.7789501329	2.1384735690	0.7844380948	0.3655420868	-1.6976866622	0.4296431616	-0.8031333968	-1.5823421392	-0.9288379319	1.5474873570	0.1374200429	-0.2484616602	1.1863977434	0.8226035954	0.3790438223	-1.1657549579	-1.1604072390	0.7237130620	1.8675099306	-1.1178359282	-1.3435392045	-0.8333374492	0.2448751748	0.1660613570	0.0411842102	-0.3891109763	0.8344505207	-1.0515944493	-0.7279257824	-2.4705962299	0.2169073512	-1.4796921612	0.3639182358	-1.3428073651	-0.9222043764
15	47	-431.4551918870	4.1901985468	-4.3184473808	-3.2200589774	0.0657879013	-0.2837625560	2.7503507508	1.9122961048	0.0271594884	-0.0777104943	1.2321329819	-2.3317827030	-0.1410699130	0.6754890418	0.1505184397	0.7820764001	3.8232544174	2.3483648582	0.8969012596	0.2986966357	-1.4264288555	1.0689746266	-0.8699162894	-1.7068628150	-0.9539967211	1.7502574627	0.0644033452	-0.3390532719	0.9790079492	0.8446469863	0.5919062184	-1.2789010445	-1.4185576758	0.9092862430	1.8290145920	-1.0761371343	-1.5822253858	-0.8079280725	0.2390453187	0.3716417604	0.1089967435	-0.2919186630	0.8100570649	-0.9131183104	-0.6062061596	-2.7382264707	0.2153738456	-1.7224975112	0.4348029319	-1.3961763147	-1.2794486838
16	48	-431.6013222068	4.3684517651	-4.0861518983	-3.4263086638	-0.3189164488	-0.5313435182	2.6042957741	1.9515647795	0.0466475828	-0.4548010124	1.2296873197	-2.3915380329	0.2456703922	0.6446753760	0.2290547729	0.5601626413	3.6882269671	2.4660638464	0.8719698003	0.4934602709	-1.5047067645	1.3134701527	-0.8137478404	-1.5455305028	-0.8423439548	1.5451740954	0.0084416731	-0.5015774142	0.5903683948	0.8119996719	0.3396203098	-1.5740254139	-1.1744408298	1.0949015660	1.8506046915	-1.2920028535	-1.6403204166	-1.0181345445	0.5457859530	0.3801550981	-0.0865878008	-0.4494396418	0.6139516413	-1.0269281324	-0.7524094457	-2.8681336508	-0.0076615981	-1.4610018466	0.1877233517	-1.5763130417	-1.3462717626
17	57	-430.9782393715	4.3674544635	-4.2072935604	-3.5291413228	-0.2053826061	-0.2651399587	2.7246542420	2.2052156428	-0.1334417390	-0.5034436821	1.2530893794	-2.3500891526	0.1285693908	0.4705613046	0.5286126021	0.5578485596	3.5810268506	2.2806540874	0.8540912142	0.6572412954	-1.5369036539	1.1936615182	-0.9030294668	-1.3222903219	-0.6360556453	1.3231054090	0.1466771772	-0.6566733772	0.2666339546	0.6946837669	0.3866738918	-1.4636044773	-1.0166031138	1.3059106010	1.8755565108	-1.3210802250	-1.3896569099	-0.9009351114	0.3234159430	0.4731140670	-0.0766035081	-0.3306479418	0.4097243770	-0.8721187390	-0.5999888796	-3.2088338604	-0.2301962275	-1.2625856164	0.1849015119	-1.6361868985	-1.3046790189
18	58	-431.5973411626	3.9532712457	-4.0762827640	-3.3541345918	-0.2680099857	-0.3125772472	2.5909437859	2.1278562431	-0.2355305803	-0.5687323568	1.4906028935	-2.2102668473	0.2947413713	0.4582146015	0.6589135108	0.7804795409	3.5225155559	1.9848913431	0.7409539069	0.5235030248	-1.5004161949	1.2493070288	-0.6841024489	-1.1932675938	-0.5224259414	1.2647408249	0.1372697836	-0.8928746933	-0.0586767910	0.7173956930	0.4074214118	-1.3683622787	-1.0138849804	1.2266425205	2.0034472595	-1.5205943132	-1.3096879978	-1.0134937599	0.3955767479	0.5690770906	-0.3973269597	0.0093951038	0.6125215116	-0.9806914704	-0.7753865712	-3.1843882098	-0.4508930061	-1.3150866644	0.2971941784	-1.7150294119	-1.7053171880
19	71	-430.4331119315	4.0419730802	-3.8830988956	-3.2393860453	-0.3870343556	-0.1745646371	2.7225849041	2.1099397316	-0.0484435385	-0.6007874330	1.4310612561	-2.0249399331	0.1113713336	0.5323707023	0.6819794399	0.7824837881	3.4617835226	2.1010002113	0.4609105947	0.3665451565	-1.5860776849	1.3407796903	-0.3603296282	-1.4671117949	-0.3946535564	0.9716108291	0.1819156388	-0.5304875351	-0.1867403837	0.7928525939	0.4114002131	-1.2662967922	-1.1656242233	0.9198855487	1.6786629873	-1.3182948063	-1.0328429685	-1.0752468290	0.4331191622	0.4767100380	-0.0384770934	0.0502332837	0.3232974525	-0.6934520855	-1.0981326043	-3.1638999969	-0.5579518317	-1.4570225080	0.0049644114	-1.9261862507	-1.6744371925
20	78	-427.7376396632	4.0696001114	-3.7818080966	-3.1506021391	-0.4064263408	-0.5058091255	2.7631238330	2.0050350705	0.2349328422	-0.4383830506	1.6511448874	-1.8842891282	0.0377594076	0.5769360034	0.5085180426	0.8425383385	3.2653545033	2.0064200358	0.0359326312	0.1289252508	-1.7459690191	1.2763910733	-0.5362570777	-1.2157204213	-0.2351024532	0.7768350386	0.1231118935	-1.0018112540	-0.0898664939	0.6511225968	0.5648512555	-1.3986731341	-1.2739190605	0.7057125616	1.7371482273	-1.3482434054	-0.8733590311	-1.1880774159	0.7582097319	0.4238037944	-0.4671151837	-0.1822050056	0.5176660475	-0.4102204881	-1.1030345045	-2.6754994317	-0.6221219018	-1.3883225892	-0.4782751189	-2.0967976474	-1.7459406796
21	80	-429.8729926966	3.8352503996	-4.0651901322	-3.3786433697	-0.2846431176	-0.7699258805	2.7544682628	1.8690075336	0.0328638727	-0.7615977729	1.8320472470	-1.8901082777	-0.0539446083	0.7452210751	0.4000978796	0.6561462493	3.4659387957	1.8032020059	-0.1264758027	0.0871182359	-1.6988013210	1.1869272605	-0.6199039500	-1.0631215693	-0.4366775481	0.9586045141	0.3799923447	-1.2077377774	-0.2377589128	0.7201349640	0.5156888322	-1.7344305913	-1.5532391931	0.7420156539	1.8234502371	-1.4035708998	-0.5798043898	-1.2439372492	0.8320664207	0.0914100839	-0.3400081615	0.0058800088	0.7214948156	-0.2895943215	-1.1990181991	-2.8304734508	-0.7468985432	-1.4073100277	-0.4520382452	-2.0353408924	-1.8295398259
22	92	-429.1546361341	4.0089508137	-4.1334659088	-3.2564100613	-0.1932708693	-0.9337847877	2.5801816913	1.8339991010	0.0162886032	-0.5448973762	1.3086942251	-1.9690332074	-0.3420448812	0.4979104534	0.5030655569	0.5034856734	3.2011899958	1.4037675648	-0.0243471320	0.1056614319	-2.1136575534	1.1589874373	-0.3601916854	-0.9810562430	-0.6805688021	0.8483938696	-0.0948703359	-1.3997890399	0.0588441487	0.7383044991	0.5828713027	-1.8644495148	-1.4332381615	0.7804754430	1.5606273070	-1.6716179415	-0.7331465139	-1.1654011105	0.8446126056	0.0791821595	-0.2744332834	-0.3035559612	1.1142320767	-0.3623676622	-1.0825511040	-3.0278721103	-0.7897880033	-1.6714447583	-0.6029709574	-2.1245569021	-1.7453353115
23	96	-431.5001329632	3.7488721178	-4.2501029534	-3.0170221559	-0.1381780231	-0.7680347605	2.2192684702	1.7940686813	0.2750471663	-0.5983815896	0.8892742841	-2.3828777556	-0.5101061681	0.3165628997	0.7060273966	0.2750989285	3.3364286482	1.2671344949	-0.2721520243	-0.1545338172	-2.2750785984	1.0372845142	-0.2096772802	-0.7320736165	-0.6653317107	1.0011676529	-0.2964154744	-1.3752313587	-0.0384520117	0.8848308037	0.5387785251	-1.9110584000	-1.3104997193	0.7222368706	1.5689771377	-1.9925473074	-0.8457588620	-1.1627088821	0.6862079748	0.0416109508	-0.1538610468	-0.3222830033	1.1751955708	-0.1694034049	-1.0707704468	-2.7917622109	-0.8548605625	-1.6182375049	-0.2883164724	-2.1562102829	-1.3160464525
24	97	-427.4039889495	3.8808453257	-4.1866859738	-3.2842468345	-0.2585271081	-0.5170936896	2.1225456875	1.5458165435	-0.0605549053	-0.3385255283	0.8021749765	-2.2396389179	-0.4358171706	0.3296244183	0.6721520654	0.2889531398	3.2395401347	1.2450953386	-0.5777860135	-0.0319576460	-2.3158581346	0.7233966432	-0.4288612033	-0.6768511691	-0.4805586436	1.0018092617	-0.0956639370	-1.1611716662	0.0075707095	0.9821943733	0.4842733367	-1.9220820105	-1.0589369569	0.9441921323	1.5472761927	-2.4089260951	-0.7311470405	-1.0453136229	0.5793260487	0.2568993742	-0.1156357736	-0.5941314701	1.3057959970	-0.3397087792	-1.0628570288	-2.6155254245	-0.8976258660	-1.6341416938	-0.3362925833	-2.1355325483	-0.8834658229
25	99	-427.2758836906	3.8094504496	-4.0584540980	-3.3421797905	-0.2035138016	-0.6473501737	2.5982147394	1.2340978396	0.3937216880	0.0047574104	0.5728667000	-2.0720483879	-0.2570391945	0.8328204865	0.7563618590	0.5013687895	3.1792914801	1.2964932425	-0.1357337243	0.0336354464	-2.2170875526	0.8319222675	-0.3290432337	-0.7152570011	-0.5940636898	1.1436494768	-0.5319806448	-0.8907444883	0.1324579290	1.1418048635	0.4257266441	-1.7036189519	-1.0804211424	1.1590085193	1.6447348960	-2.3084602578	-1.0169900066	-1.1869578391	0.8072655940	0.0083037540	-0.0539320860	-0.6497026399	1.0305734213	-0.3443547897	-1.1436330096	-2.7565873664	-1.1512757002	-1.6527567971	-0.6041715495	-1.9160154988	-0.6634519010
26	110	-424.5052019984	3.8199074783	-3.9995365054	-3.7141332322	0.2072387439	-0.3065408172	2.5240390584	1.2553891776	0.4762220737	-0.0872667405	0.2215362506	-2.1614708242	-0.0911608183	1.0305155588	0.7719870861	0.7440549254	2.9622372828	1.0722258089	-0.0349424019	0.1749319193	-2.1441023626	1.2034427742	-0.2998909415	-0.6870252122	-0.3895872733	1.2632326444	-0.5193317781	-1.1357298411	-0.0242754764	0.6672954941	0.5396184955	-1.5668385063	-1.2197377266	1.0357518785	1.3164647917	-2.4572294438	-0.7338676485	-1.5261018365	0.4442732441	0.1214100906	0.0671266157	-0.7778378821	1.1874232960	-0.4036056823	-1.0392825888	-2.7978389897	-0.9429236085	-1.5516450514	-0.7947975019	-1.8297825133	-0.4246253881
27	115	-425.6234361605	3.7218288190	-3.9411162076	-3.7270445075	0.0141376078	-0.3830998368	2.7006227158	1.5473339398	0.5097333049	-0.4420290701	0.0595589960	-2.4399335754	0.2443826329	1.0643245927	0.8378399253	1.0430146659	2.8925525952	1.0283776702	-0.1499904534	-0.0484182701	-2.0055636745	1.3454418752	-0.0265029906	-0.5142030976	-0.4550221656	1.3959125815	-0.3525082447	-1.3801050105	-0.2577315161	0.8420052179	0.5882214611	-1.6356230057	-0.9564850275	0.8876374787	0.9296606998	-2.0540405996	-0.8592415592	-1.4857214241	0.5178284095	-0.0548431913	-0.0028451082	-0.6202020709	1.1306416932	-0.4798021326	-0.8517843386	-2.7704821723	-0.9050981190	-1.6357785332	-0.9039993956	-1.8229649310	-0.0884151518
28	125	-423.6426300441	3.6912443474	-3.7577315899	-3.5218832687	0.0163604783	-0.3508176065	2.6918062682	1.5133931581	0.4640186672	-0.2760422890	0.4941700525	-2.4995822293	0.1468964064	1.2262709641	0.8794519311	0.8796136387	2.6444526725	0.9377922366	-0.1809357130	-0.0265741638	-2.2970786865	1.4221866608	0.2436487842	-0.3459779504	-0.3313102288	1.3109525502	-0.2093629185	-1.2745531015	-0.4088989428	0.8528398484	0.4230210857	-1.6623837728	-0.7433867188	0.8837794538	0.9546030520	-2.0052067972	-0.8888138740	-1.5437476445	0.6051350270	-0.2539607901	-0.0120046992	-0.5023478740	1.2891148608	-0.1404175655	-1.0301972112	-2.5948574108	-0.8167162031	-1.1063803737	-1.1173051303	-1.4889810283	-0.4233225482
29	129	-425.1493846183	3.6273290833	-3.8673753503	-3.5320217152	0.0366862538	-0.2202488736	2.7728151414	1.4363329315	0.4742590319	-0.2160911266	0.3909394754	-2.6421847807	0.1773603118	1.2226306435	0.9952427783	0.9049487294	2.6824093666	0.4355271611	-0.2228260527	-0.0195636643	-2.2951587853	1.5545991007	0.1515243523	-0.4164322063	-0.4987093453	1.5393406554	-0.0467440723	-0.8837620713	-0.3440739356	0.8951340089	0.2791820066	-1.8266390083	-0.5872578768	1.1184186195	0.9748574446	-1.9601619273	-0.6602973830	-1.8836437580	0.9139625334	-0.0238857998	0.1992252236	-0.6202846102	1.2048056354	0.1366266432	-0.9192215666	-2.6535698140	-0.7177588932	-0.9613264073	-0.9334945417	-1.2345701030	-0.2521592167
30	132	-427.9320612764	3.6943344437	-4.0988715195	-3.4990289434	-0.0311266306	-0.6891580012	2.5361309583	1.3062657405	0.2653231222	-0.5460758182	0.3963365801	-2.5953999182	-0.0233574376	1.2739576411	1.2603968926	0.9934050476	2.3760083451	0.2987298544	-0.4236506774	-0.0655727816	-2.3744989769	1.4597683772	0.2515879629	-0.1607723725	-0.7089142093	1.4986996567	-0.0982609201	-1.3148586532	-0.3582462467	0.9437868087	0.1816321373	-2.1956633509	-0.4590850528	0.8434560815	0.8110035148	-2.1782149903	-0.6232331647	-1.7561124711	1.3232542387	0.2246301384	0.0118286672	-0.0635622086	1.3044051148	-0.0637153893	-1.1507415212	-2.5707407007	-0.8431183218	-0.5352192999	-1.0240525027	-1.3032395381	-0.2535909408
31	133	-425.9362566322	3.8201330739	-4.1438488329	-3.5996487858	0.0879325791	-0.6194840033	2.6992945104	1.4394973765	0.1460522940	-0.6703079102	0.1710711894	-2.5136950764	0.0899747348	1.1519408198	1.4420776380	1.0154042894	2.1045639873	0.1534830600	-0.2390148379	-0.1729743693	-2.2455625656	1.4130775692	0.2299027753	-0.6216500898	-0.7431849696	1.4319914212	-0.4113978286	-1.4316751920	-0.2704427385	0.9516282600	0.3744482472	-1.9188459460	-0.8114889216	0.3192931022	0.8939518825	-2.4202372180	-0.8603099632	-1.6765838272	1.2512529837	0.5647448144	0.0622616308	0.3280628677	0.9041594521	0.1484594783	-1.5003409954	-2.1471046864	-0.9645209564	-0.8058609824	-0.8719281704	-1.4626781971	-0.1180939443
32	142	-427.9114779926	3.9172739734	-3.8002350412	-3.7556481406	0.1450841820	-1.2125230420	2.7611747258	1.2639637545	0.1361714138	-0.3960583941	0.3415025866	-2.3181670724	0.3757833070	1.0608294204	1.5258386431	0.8280430790	2.2067280093	0.2783210452	-0.4179816763	-0.4408785841	-2.1917614974	1.4646789305	0.4280309147	-0.7544284202	-0.7210969031	1.3696007908	-0.0904607280	-1.1948524330	-0.4681793474	0.6583437760	0.1253674137	-2.0141600209	-0.7545039482	0.0366393527	1.1748860169	-2.2495691592	-0.7499809463	-1.3131421355	1.3472398705	0.4717393626	-0.1569879501	0.3554714790	1.0341880597	0.0331121790	-1.8546148840	-1.8511933354	-0.8521412778	-0.9203746842	-0.7353654004	-1.7014872695	-0.2394139056
33	151	-426.2205034169	3.8965544551	-3.5960548472	-3.7940883375	0.0636878161	-0.8404743416	2.8850595239	1.3835357733	0.1115238532	-0.4328309272	0.2505959163	-2.3869141419	0.2239838529	1.2063608291	1.3675313393	0.8330548255	2.1169299670	0.4239418904	-0.3750941575	-0.8526999988	-1.9883824338	1.3589073120	0.4968999409	-0.9137360856	-0.7508144005	1.0882023792	-0.3126777662	-1.2376092773	-0.2530703985	0.5702353144	-0.0039487419	-1.8574452186	-0.9582655391	0.1402930350	1.4834274426	-2.2260198677	-0.4785412281	-1.4234693375	1.3722176534	0.3405041153	0.1748654394	0.3766041799	0.9524526121	0.2793394256	-2.1788212855	-1.6322814449	-0.8522180681	-0.8671498236	-0.6804552597	-1.2021780254	-0.4737322194
34	153	-425.0304996619	4.0803649576	-3.7328006634	-3.7369543033	0.3348006737	-0.8243417164	2.8600596207	1.3163677416	0.0474304711	-0.3196489768	0.4447252882	-1.9614595550	0.0696813535	1.1195074273	1.1478875432	1.1779324720	2.2327498987	0.3753773216	-0.3995879786	-1.0602789887	-2.1100743197	1.2357791404	0.5133101623	-0.8632533965	-0.6066298746	1.1919358705	-0.3248474176	-1.1611025216	-0.1117187295	0.6773201462	-0.0236291942	-1.5777574228	-0.9758695147	-0.1100205442	1.5537035758	-2.2242914006	-0.3162184316	-1.5289202084	1.6263807373	0.1759817614	0.4517946486	0.3319972085	0.7578366243	-0.1593114451	-2.0362116954	-1.7001775437	-0.8422882917	-1.0199969532	-1.0397233901	-1.4195284563	-0.6970590377
35	161	-423.7374863680	3.8108494933	-3.7803044264	-3.8852234478	0.6223948328	-0.5196147319	2.7914517263	1.4787650712	-0.0560255532	-0.3125905001	0.5652683144	-1.9686958570	0.2382078519	1.0731388084	1.1323010690	1.2883820115	1.9551335965	0.5578852295	0.0091759879	-0.9588039797	-1.9348570271	1.3984419911	0.7248059927	-0.9008508515	-0.7641729532	1.1618038603	-0.2809176222	-1.1354005173	-0.1779444493	0.9046152868	-0.0386167161	-1.8032507030	-0.7391823705	0.0755346317	1.5104952726	-2.0233069532	0.0243794186	-1.2409236740	1.6635792889	0.4304030538	0.4737490983	-0.3066596937	0.6887671719	0.0106128347	-2.3619905420	-1.8179884855	-0.6069691754	-0.9697426185	-0.9810796760	-0.9768908816	-0.4444446718
