accepted_idx	post_warmup_idx	logp	nu_0	nu_1	nu_2	nu_3	nu_4	nu_5	nu_6	nu_7	nu_8	nu_9	nu_10	nu_11	nu_12	nu_13	nu_14	nu_15	nu_16	nu_17	nu_18	nu_19	nu_20	nu_21	nu_22	nu_23	nu_24	nu_25	nu_26	nu_27	nu_28	nu_29	nu_30	nu_31	nu_32	nu_33	nu_34	nu_35	nu_36	nu_37	nu_38	nu_39	nu_40	nu_41	nu_42	nu_43	nu_44	nu_45	nu_46	nu_47	nu_48	nu_49
662	2844	-415.3581485342	4.0481098422	-3.9402672016	-3.7484032915	0.2289778548	-0.7716727857	3.7866503641	1.3053559160	0.0463198955	-0.8854411864	0.8047314927	-1.4432565501	-0.0138092131	2.2836006811	-1.4399698578	0.2849854905	0.9784554809	0.5033259834	1.4513640466	-0.6735843866	-2.1971896666	0.2704149242	-1.9237849889	0.2802319445	-0.4041854670	-0.1325753086	-0.2492064085	-1.7810249225	-0.0187185741	0.3855575243	-0.9687223314	1.1743092980	-0.5401493988	1.1408357604	-1.1585647360	0.8274624432	0.3293564913	0.3656124048	-1.1082498692	-0.0529150755	2.4222842671	0.2711990276	-0.3984033384	0.4395164399	1.1504096429	0.6901054954	-0.1121784858	-0.8505198606	0.4491682985	-0.1293773112	0.7534855066
663	2847	-416.5194339391	4.0984204510	-3.8964784022	-3.6905368032	-0.1229736923	-0.4154679470	3.7253997290	1.2006214035	-0.3471024294	-1.0803773340	0.8475509361	-1.3471847892	0.2438015027	2.2553114525	-1.2634279480	0.2251984701	0.8041857326	0.3042165929	1.5790206080	-0.4171248063	-2.2033193062	0.1672269697	-2.1497667442	0.2775528247	-0.1586447051	-0.2037975163	-0.1766199161	-1.9873702930	0.3189263526	0.4384224016	-1.0556447545	0.8683432280	-0.5342927060	1.1517786706	-1.4977355848	1.1464126638	0.5596742415	0.5195999730	-0.8144211735	0.2321375141	2.4398901006	0.2455614826	-0.2274023785	0.6240008164	1.3322468220	0.9976903274	-0.2602664047	-0.9231806236	0.0698088672	-0.2795720134	0.9552465633
664	2856	-419.9536521769	3.8383662602	-3.6846059693	-3.6429794585	-0.2333792700	-0.5692268489	3.7887254968	1.1491900229	-0.3274892889	-1.0073173937	0.7468491719	-1.3208496806	0.0014120549	2.1895791385	-1.3882465207	0.4044672398	0.7217364903	0.1326655062	1.8718176585	-0.8724354024	-2.8177530837	0.4501278437	-1.9265116910	0.1731304304	-0.0410184633	-0.2969880198	-0.1814941262	-1.8024521861	0.4901585853	0.1330032871	-0.8191533653	0.7158330869	-0.7034036736	1.0875896522	-1.3968792513	1.3239497000	0.6022983504	0.6429612521	-0.6064896484	0.1323652019	2.2945368600	0.1208738958	-0.0186354126	0.0858565459	1.3247408551	0.9579261911	-0.1809370736	-1.0344196113	-0.2475962379	-0.0757901277	1.1164118277
665	2860	-421.1686373614	4.1425108607	-3.5003150929	-3.7579570019	-0.0874054026	-0.6182239495	3.9104868769	1.1566991800	-0.4657616599	-1.1080298598	0.8229271118	-1.0702612433	0.0018312222	2.0534121102	-1.6191342067	0.3078130969	0.9168865990	0.3142704845	1.5307477808	-0.7787578064	-2.8348497753	0.3301066443	-2.3290013311	0.3093207507	-0.1588061760	-0.2514895667	-0.2287572560	-2.0626017240	0.2440916814	-0.0687450056	-0.8497512616	0.5873276242	-0.5347703196	0.9803086122	-1.5220601885	1.2654944732	0.5511389152	0.7678793505	-0.5501636704	0.2702347233	2.5489464820	0.1855785982	-0.0055257435	-0.0777985052	1.4786271684	0.9181225697	-0.2618614836	-1.2690151557	-0.3359317705	0.2014842279	1.0235408611
666	2865	-421.5062751715	4.2534494626	-3.5233552061	-3.6051494853	0.0226399165	-0.8966656975	3.5753356624	1.0030082207	-0.4466781534	-0.9231748235	1.1757343200	-0.9849460945	0.2748614376	1.9648001135	-1.3624566230	-0.0106840013	0.6961716069	0.0509796455	1.4415884177	-0.5859818296	-2.5944540996	0.2085286348	-2.2829073944	0.3568831023	-0.1902804076	-0.4276873251	-0.2115988537	-1.8774978063	0.2733568090	-0.0557242889	-0.8527717298	0.6057740325	-0.7947407202	0.8919772959	-1.4185780834	1.3228345244	0.7025542316	0.8482688017	-0.4557006144	0.3085252135	2.6236811496	0.2038025988	0.2659066038	-0.0661733238	1.3931895871	0.7660925440	-0.4633299686	-1.4236667873	-0.6145574334	0.1366647157	1.1341243855
667	2876	-422.0675346312	4.2979396645	-3.6491722112	-3.5157517672	-0.0579853498	-0.6536133143	3.6346807026	1.6283174516	-0.5009057897	-0.9691900435	1.3848204761	-0.8917632662	0.5092222989	1.7149747093	-1.6372249427	-0.1084307641	0.5897905650	-0.0758576804	1.5766099437	-1.0823313333	-2.6574430288	0.3862999232	-1.9140554168	0.4824199377	-0.1243051568	-0.5052205712	-0.2409444237	-2.0209247343	0.0413321669	-0.1427301694	-0.6458940094	0.4091786520	-0.5383118643	0.9989776243	-1.2925067868	1.2259915195	0.8962343589	0.6376169646	-0.6146495298	0.5863006314	2.6236798796	-0.1858618962	0.1876922165	-0.4251243712	1.2118701924	0.3304928812	-0.2757084952	-1.2696495854	-0.7385116632	0.2061351025	0.8713567014
668	2878	-420.3757556030	4.0460769667	-3.8435436916	-3.4156289194	-0.1893818768	-0.5764390888	3.3380469144	1.3187598411	-0.3549356363	-0.9978822473	1.2754742274	-1.2500161034	0.4747544728	1.4921506270	-1.4328571503	-0.1840662427	0.0581930415	-0.4852433696	1.8215944746	-0.7409980307	-2.7847922785	0.6135224247	-2.1946459047	0.6666057018	-0.1643317966	-0.4495401083	-0.2517423566	-1.7728826419	0.1730962187	-0.1116005314	-0.7872745010	0.4559199946	-0.5740875020	0.7977541027	-1.6303383614	1.0108389346	0.8936624779	0.7103499438	-0.7102126205	0.3675925911	2.4603245622	-0.0160583542	0.5265517953	-0.5606096486	1.2661254567	0.5391026404	-0.2355939791	-1.1592681267	-0.6680842127	-0.0426952552	1.2279858703
669	2884	-420.6326920610	4.1204750530	-3.5445817040	-3.6419372216	-0.2556785027	-0.4788620668	3.4890519938	1.4265522005	-0.0625938197	-1.0691845813	1.0000621972	-1.4611559555	0.4923649807	1.6268907854	-1.8731268133	-0.0057389064	0.0717622149	-0.3873626026	1.5141862939	-1.1054708801	-2.6103767059	0.4353031172	-2.4705061355	0.3889018010	0.0160400129	-0.7883998095	0.0173455439	-1.5838898517	0.1927773320	-0.5066637474	-0.6171775965	0.3764725338	-0.4794353656	1.0975858719	-1.8765387507	0.9396659650	0.7233273506	0.1827595461	-0.5572686906	0.5827546458	2.2990244040	-0.5440631489	0.2424311156	-1.0593312684	0.9604332967	0.6619482274	-0.6194806102	-0.7706391238	-0.7940227173	-0.0535930638	1.2340052266
670	2904	-422.3937258977	4.1303958639	-3.4280059671	-3.7104132072	-0.3464232097	-0.5553926008	3.0410560707	1.4089115166	-0.1877208712	-1.1877517709	1.3836769874	-1.6291371809	0.5917732819	1.4725304421	-2.0849147930	0.0101296477	0.0839883529	-0.3271842995	1.8026322349	-1.2038753566	-2.5795677015	0.4138385768	-2.4446739836	0.4110533961	-0.0189366127	-0.7867031408	0.2504080504	-1.9236967816	0.0386369638	-0.6179947381	-0.5591863450	0.5202731240	-0.3273656007	0.9620053981	-1.2641450350	0.7040994520	0.8293233827	0.0700637288	-0.2859773843	0.5394155240	2.1498992518	-0.4063308197	0.3691456867	-1.1920880710	1.2140790349	0.6218617239	-0.8068653255	-1.0383006439	-0.8981993186	-0.2562430801	1.2448562657
671	2909	-419.0340202341	4.2748969027	-3.7941427808	-3.8638178070	-0.2921989244	-0.4911128374	2.9177279959	1.5352662783	-0.3001484511	-0.9209349914	1.2846866207	-1.5052377879	0.5049002274	1.1387333790	-2.2351845409	-0.2150938413	-0.0348562511	0.0368245294	1.8785486987	-0.9969795662	-2.5759903162	0.3810003210	-2.2050216573	0.2056198839	-0.0634883906	-0.5583436984	0.1931605365	-1.9197296930	-0.2705811172	-0.4431219244	-0.4148962182	0.4828182904	-0.6405924722	0.6263045835	-1.1407907452	0.7277117218	0.8358266269	0.0591549627	-0.0673607154	0.6710265468	2.0276962372	-0.2287072895	0.3775876095	-1.1687472229	1.3017560968	0.4802696276	-1.0246340170	-0.8171950225	-0.5012957443	-0.3772283646	1.0545029559
672	2912	-419.4017813138	4.2055006131	-4.0819511179	-3.7816372437	0.1001423613	-0.8189947960	3.2266764230	1.4564530515	-0.1097607568	-1.0250868980	1.4654889176	-1.7997368974	0.4551955370	1.5561406277	-1.9292004913	-0.1294237059	-0.0042251899	-0.2762762949	2.2814783292	-1.1677615739	-2.3965713662	0.5259537312	-2.5003095021	0.0319037445	-0.0591351780	-0.5984824177	-0.0184419008	-2.1964143403	-0.2882622817	-0.4020918447	-0.5518832089	0.8481894892	-0.3693919831	0.8355134630	-1.2744602731	0.5639175584	0.7585028752	0.2384231621	-0.2175892920	0.8796937943	1.8142717309	0.0027098312	0.2657086688	-0.9950273918	0.9498446834	0.1829923500	-0.9558985181	-0.7622588061	0.0709186066	-0.2573759269	1.2887525777
673	2920	-419.6317649247	4.1623218633	-3.9739549719	-3.7955201631	-0.0397670321	-0.6904111890	3.5020681627	1.2260023338	-0.0867975140	-0.8341213314	1.5710900313	-1.7405014072	0.2130002676	1.2560829038	-2.0303366120	-0.2874673969	-0.0031888382	-0.3013041261	2.0007856003	-1.1183978703	-2.5896176136	0.7157088961	-1.9645309378	-0.1777932060	0.0396131285	-0.2672134720	-0.1051414055	-1.7987686602	-0.3117445638	-0.1056491994	-0.6853088318	0.9191491814	-0.5085420864	0.5428698634	-1.5561259858	0.4982636708	0.7303843197	0.3000192983	-0.2279453668	1.1577784813	1.8471563621	-0.1176962535	0.1965871116	-1.0511631672	0.4327090744	0.3661957946	-0.9241382265	-0.6899160862	0.0197916519	-0.4457458353	1.3016418576
674	2922	-420.4007890006	4.1509133706	-3.7831930114	-3.6894974014	0.1791771697	-0.6611224759	3.3452115473	1.0380062919	-0.2315173137	-1.1482794609	1.5077084902	-1.4222649488	0.3272220001	1.5928636545	-1.8400007918	-0.3274241910	-0.0231081208	-0.3236329711	1.8740336643	-1.1243655921	-2.6133822344	0.7387455700	-2.0843993356	-0.2924107966	0.1374113331	0.0701304094	-0.3830307405	-1.7337923999	-0.3942601213	0.0765765442	-0.7435819017	0.7642254969	-0.4741243720	0.6818378111	-1.3185169628	0.4512860929	1.1700168141	0.3154703992	-0.3715264304	1.2778747855	1.7809962208	0.0685101116	0.0059041224	-1.2363293026	0.4632288071	0.3331096297	-0.8841057273	-0.8257251966	-0.2496010319	-0.2527076956	1.4533446109
675	2928	-419.9847989245	4.1325655024	-4.0050177632	-3.5242247667	0.1356950002	-0.8032228413	3.4130074273	1.0674652658	-0.3642933461	-0.9594479531	0.9139225695	-1.7784158279	0.3277744220	1.4852755066	-1.7181550846	0.0038532208	0.0853934375	-0.2058428723	1.5986066553	-1.2081767656	-2.6974125590	0.7686882072	-2.2848841155	-0.2197218014	0.1919305461	0.0114970967	-0.0211726942	-1.5269052150	-0.5455301444	-0.3469843728	-0.8565022594	0.8423568155	-0.3943623790	0.2200812855	-1.1823475038	0.5084992185	1.3817638861	0.1066525564	-0.2878936004	1.1970114481	1.7615228127	0.3111262227	-0.2120548170	-1.1395127873	0.6946465974	0.0196600433	-0.8343005938	-1.1153728342	-0.3234243020	-0.1107197934	1.3504508476
676	2930	-420.1074186446	4.0160190289	-3.9074705558	-3.7626231775	0.5063329165	-0.6789601454	3.3538098777	1.2726639525	-0.3027805225	-0.7513078774	0.8805234652	-1.9713585525	0.4662694195	1.0862171505	-1.9346877267	-0.2068409611	-0.2722707560	-0.2868067061	1.5368995091	-1.1795941258	-3.0074829922	0.5487591390	-1.5655736284	-0.3356670496	-0.1255712534	-0.0696060143	0.0818941928	-1.4087483445	-0.3980769952	-0.5879074001	-1.0569942408	0.7295217652	-0.1966831183	0.5270021306	-1.1838275203	0.2066371775	1.3780035756	0.0166183058	-0.2675397088	1.3479620906	1.7250183347	0.2431622205	-0.2219063128	-0.6802600420	0.7745085254	-0.0073552882	-0.8797899446	-1.2914080214	-0.2418398296	-0.3374214344	1.2164221510
677	2937	-420.7743114781	3.8789353007	-4.4231039731	-3.8154479612	0.6467225855	-0.6766057508	3.3256241955	1.3615974435	0.0145491129	-0.7753945880	0.5759805699	-1.9770473519	0.2862781387	1.4563163372	-2.0350535607	0.0071069870	-0.1882714656	-0.1576098627	1.6656368620	-1.1181123109	-2.9010921119	0.2994945585	-1.8292258716	-0.4418899199	-0.4068850995	0.2106876681	-0.0389416693	-1.1935601156	-0.5083203932	-0.8183870851	-1.3337471583	1.1867300398	0.1969737652	0.5963902480	-0.9442864853	-0.0388671870	1.3649444532	-0.0657823335	-0.1047258866	1.2236764916	1.5950828056	0.0515651020	0.1556385400	-0.6199624354	0.8966079469	-0.0670541511	-1.1773602790	-1.1139860049	-0.3674897630	-0.4642195168	1.0217253030
678	2938	-420.0293639649	3.7491861143	-4.1303449656	-3.9451366584	0.5673625486	-0.8909274070	3.4195058401	1.2800833067	0.1398989177	-0.8072789568	0.5146015361	-1.8882385631	0.4864116800	1.5947562080	-2.2241513579	0.0938231988	-0.1854624636	-0.1101438195	1.5328101273	-0.9445907325	-2.7699655224	0.3139066643	-1.8386133968	-0.1080403405	-0.5904899139	0.0136217507	0.1490731237	-1.3905673375	-0.4007918238	-0.8253374811	-1.4601161952	1.3689152181	0.2443298476	0.3816089068	-0.8813143953	-0.1628355712	1.2324415202	0.5722741256	-0.2822721434	1.0719782654	1.0197571681	-0.0116802209	0.1629692371	-0.9847328800	0.7979122011	-0.4091187523	-1.2138075104	-1.1015386228	-0.3677962803	-0.3597554754	1.1867583610
679	2953	-420.9249331907	3.7557069860	-4.0269101461	-4.1457602244	0.6813484122	-0.8063151912	3.6110043914	1.2926468999	0.2059780988	-0.6371406574	0.4775263915	-1.4992152909	-0.0576537598	1.6281617026	-2.0323340406	0.0098939983	-0.0889617947	0.2052866724	1.2565256068	-1.0204038966	-2.7334258449	0.0609215675	-2.0169093034	-0.3461426176	-0.7016237762	0.0676626458	-0.0005368648	-1.2072432241	-0.0676431739	-0.9162587819	-1.6901912628	1.4231025574	0.5897599805	0.5489948907	-0.7007461205	-0.0102423120	1.4873812686	0.6137134643	-0.0015908959	0.5898801280	1.2858518671	-0.1337521851	0.5544311967	-0.9786477248	0.9198080439	-0.5584972901	-0.7405723819	-1.0519885489	-0.1403284301	0.0536189295	1.3482862940
680	2956	-417.3943190799	4.0792773423	-3.9897702010	-4.1601528482	0.5980456967	-0.7572336817	3.2074216590	1.3126517245	-0.1270923753	-0.6679737087	0.3224892824	-1.3428881744	-0.0485213345	1.5877492657	-1.9649314132	0.1987500864	-0.0679582985	0.2053278891	1.0239548274	-0.8763113988	-2.6529607096	0.3408504310	-1.9062994246	-0.7127440905	-0.8843634017	-0.2233786915	-0.2779086915	-1.1973641754	-0.4051488739	-1.0116182806	-1.5666585961	1.3907923494	0.6174897954	0.5109917363	-0.8281684988	-0.1378300739	1.5775898578	0.7777525537	-0.5769362121	0.7769171568	1.0807853711	-0.1925276639	0.4973148831	-1.1436055152	0.5654547513	-0.7111656098	-0.3562233602	-0.6868926907	-0.2911984409	-0.1991191939	1.2877764651
681	2959	-417.3967889085	4.0425862064	-4.3817159321	-4.1726164511	0.3153521994	-0.5517127006	3.2190469060	1.4831114593	-0.2061214509	-0.8102979596	0.1890519473	-1.1413626447	0.2434085952	1.3417082759	-1.9441092464	0.1943803075	-0.1825775037	0.0512979691	1.3327587933	-0.7296241950	-2.7901998126	0.1441750549	-1.6517158417	-0.9569255167	-0.5047101729	0.0512129336	-0.1827695568	-1.3136238828	-0.5773073366	-1.0071866301	-1.6554415204	1.3984965413	0.7825294151	0.2316733438	-1.0513646019	0.2756144774	1.4302593248	0.9394248745	-0.2900358762	0.8047932912	1.2813353047	-0.3404692420	0.6864348425	-1.3908691759	0.6057426061	-0.7184155185	-0.6477778785	-0.5191636162	-0.2704579832	-0.1819777746	1.3393616794
682	2962	-417.0404100679	4.1513690899	-4.2580533074	-3.8691875103	0.3885357360	-0.4475826695	3.3348857309	1.4886083781	-0.0877190303	-0.8328329274	0.4258062798	-1.0350468727	0.4885913359	1.2527447444	-1.9683204643	0.5913713467	-0.1270213565	0.1123099253	1.3793531905	-0.8384234717	-2.9025736769	-0.0092177591	-1.3710144727	-1.1378327877	-0.4953827463	0.2338135333	0.0209685689	-1.3161950744	-0.3300108952	-0.8014521004	-1.9264663472	1.5169455666	0.7339079991	0.1900121015	-0.9149081798	0.0156160091	1.2087156160	0.6488979132	-0.0409848011	0.9448904412	1.2003586486	-0.3265541023	0.4099142087	-1.5846967649	0.6681767107	-0.7576313305	-0.5262131215	-0.4891904965	-0.3030271628	0.1861705214	1.3697846022
683	2972	-416.0119930021	4.1307054331	-4.3109915153	-3.9929791971	0.4127358664	-0.5833473395	3.5869007976	1.5500723990	-0.0070658499	-0.9673446150	0.5001687996	-1.2254371329	0.3388757128	1.3092909818	-1.8468722216	1.2620756516	0.1795221612	0.2664226876	0.9470822675	-0.8114113928	-2.4646339996	-0.3219017238	-1.2648143796	-0.8847730011	-0.3611222690	0.1867305555	0.3739518796	-0.8423909424	-0.3956257887	-0.4313179234	-1.8886763139	1.4971800126	0.6385497162	-0.2272827123	-1.0333024342	0.1286018215	1.1756122233	0.8770941769	0.1798539201	0.9549683894	1.3493442028	-0.1321960615	-0.2298813164	-2.2540595904	0.7869565120	-0.3666075049	-0.5992514877	-0.7219568931	-0.2026454894	0.1359883040	1.5350012721
684	2975	-417.2124799450	4.2363443152	-4.1660874853	-3.9314718141	0.1222640836	-0.5645975910	3.4984569449	1.6443144546	0.0981250854	-1.3897842933	0.6669129665	-1.1338515127	0.3637253114	1.3332932904	-1.7549303086	1.5335109317	-0.0843978064	0.3179259519	0.9109628378	-0.7558272151	-2.7101116407	-0.7139489568	-0.9027250906	-0.5321904582	-0.4792658997	0.1959956997	0.4985217258	-0.7861150358	-0.3613186362	-0.4092551024	-1.7924450157	1.4783124311	0.7404840229	-0.4307449450	-1.1821851985	0.3691278280	1.1322208283	0.7112320022	0.3317543708	1.0386147170	1.4854594339	-0.4433700898	-0.0705522454	-2.2298298315	0.7972905887	-0.4646723103	-0.7074650802	-0.9369040094	-0.2945172647	0.0105517616	1.6282163504
685	2978	-420.1066312673	4.1455124541	-4.2061191627	-3.7433134444	0.1517954264	-0.3722922274	3.4707122750	1.7725544431	-0.1610205273	-1.2287828445	0.7134334647	-1.2427745283	0.4726374177	0.8725157488	-1.2905035065	1.4490488734	-0.0916039978	0.2222060060	0.7640804636	-0.8372942348	-3.3775738510	-0.7562463880	-0.8238060273	-0.7600196358	-0.4434201387	0.2615025454	0.3775004379	-0.8657155211	-0.4481516387	-0.4318620796	-1.9271908663	1.3364949729	0.4145104742	-0.4855042246	-1.3868787942	0.3014784414	1.1104165698	0.3173427727	0.3254304671	0.6167229239	1.6363642201	-0.2623315441	0.0354073180	-2.7760176502	0.9846908300	-0.2810175272	-0.4527144435	-1.0933034525	-0.2288180053	-0.1399539792	1.5761912263
686	2987	-420.4461159833	4.0571930142	-4.3300104363	-3.9194666256	0.1063620971	-0.1850408919	3.5289042353	1.9017037970	-0.2480530963	-1.1092757834	0.6245777531	-1.3852091290	0.8444267716	0.9392294352	-1.2952717213	1.3283165481	-0.1774558303	0.3641582590	0.8589766985	-1.0280222072	-3.4463646962	-0.8574605907	-0.7014777137	-0.7888623431	-0.2442974527	0.4499352445	0.4618669984	-0.9013175957	-0.5518715586	-0.1492103288	-1.6781816939	1.0834874668	0.3468649944	-0.5663456674	-1.5416134119	-0.0162499144	1.0355532763	0.7256170699	0.3289126957	0.3291776865	1.2157032775	-0.0383532347	-0.1172894697	-2.7527015231	1.0726736733	-0.3981160052	-0.5588775089	-1.6338654479	-0.0433269078	-0.1410006945	1.4357429374
687	2990	-420.5547904011	4.0609275238	-4.4329684959	-3.9668182998	0.0523652653	0.0303059157	3.6070625482	2.1591050732	0.0135786736	-1.1682978001	0.5147529440	-1.0766552079	1.0608587208	1.1183907265	-1.2246240411	0.9928729691	-0.0396954505	0.5300166470	0.8791229743	-0.9950778441	-3.4360865297	-0.6734251872	-1.1551434185	-0.5046922424	0.0664595423	0.4132217189	0.5903137588	-1.3201433839	-0.2402981944	-0.5111347972	-1.8160201685	0.8641040302	0.0763775555	-0.5083880289	-1.2675747592	-0.0565276220	1.0283250895	0.4792431084	0.1297344335	0.1632300852	0.9453825181	0.2241932625	-0.0489514307	-2.8134209233	0.7777477290	-0.4779817119	-0.3847707094	-1.2971777512	0.1140924748	-0.0639300405	1.3281442222
688	3008	-422.4174147551	4.0668241438	-4.4250359860	-3.8955720730	-0.0483804186	0.3178217529	3.2416215264	2.2802027801	-0.4391909864	-1.3794504549	0.5574628329	-1.2479942148	1.1784266661	1.3063321083	-1.5510858385	0.6493156043	-0.1115802365	0.4541194746	0.8239757917	-1.1246043476	-3.0449224331	-0.1639236604	-1.2442469774	-0.4474554977	0.2967369653	0.5393470774	0.4399906883	-1.0742980211	-0.0077716852	-0.5393698446	-1.8234498392	0.7412785205	0.0718228719	-0.5411804812	-1.0087034788	0.1393881508	0.7936368717	0.2724729240	0.0066848747	0.1453646615	1.2228824191	0.1947184555	-0.1907286744	-2.6862668294	0.6495855673	-0.2327646487	-0.5729449614	-0.9923275639	0.1936674019	-0.0808145170	1.5669666969
689	3009	-420.5524236603	3.9412598743	-4.3923673826	-3.9602150370	-0.3041862155	0.0408697124	3.2830304163	2.1761177273	-0.1230403420	-1.1270947718	0.0998135498	-1.2333838038	1.1072958396	1.3563598856	-1.5562145677	0.4119820033	-0.1894579192	0.3978367289	0.7695702474	-1.3113226406	-2.8562938033	0.1386759538	-1.2526708300	-0.1713224553	0.5346726732	0.3733438102	0.4733522022	-1.0507256225	-0.0012295411	-0.7544213356	-1.6793906040	0.7908035978	-0.0878351652	-0.7394831981	-0.7937052519	0.4179885287	0.4559350756	0.2845744749	0.2041018406	0.1901940249	1.2398346676	0.3599388810	-0.1314234773	-2.7631043728	0.7602806695	0.0606965727	-0.8181503783	-0.9891122039	0.1479953030	-0.6494896195	1.3938468553
690	3011	-416.9553846813	3.9182477885	-4.2738790194	-3.4995326787	-0.3858902709	-0.1903126135	3.4749220215	2.2100355947	-0.1505844328	-0.7529575465	0.2137562852	-1.3823853667	0.8487709317	1.0931744878	-1.3347968985	0.4023539641	-0.1664909438	0.5095486627	0.8798198312	-1.5112249802	-2.9120134538	0.1553921566	-0.9968241450	-0.0509708671	0.4765554350	0.4254359109	0.4187234180	-1.2286522064	0.3131114356	-0.4885614266	-1.4012490321	0.5680767779	-0.3297381877	-0.7342255148	-0.5374166408	0.1607010092	0.6087613010	0.0565478366	-0.0434386808	0.1832336140	1.1892181432	0.2056872722	-0.1616277882	-2.7144320207	0.6338095043	-0.1371506075	-0.6080893393	-0.8076626120	0.0591638240	-0.6458949441	1.3471564083
691	3012	-416.1028433938	4.1541106332	-4.1884079594	-3.3408722795	-0.3680866613	-0.0402718718	3.1773815575	2.2263493640	-0.2403101802	-0.6279491047	-0.0144834113	-1.4101237744	0.5767877126	1.1794420706	-1.0358885924	0.3133813488	-0.1309499702	0.6532811783	0.9212374312	-1.4195752848	-2.8562681181	0.2995858822	-0.9142306459	-0.2020327681	0.6398734308	0.3003006276	0.6453119878	-1.1205892504	0.3133183780	-0.2718132557	-1.3939291818	0.4705658901	0.1256332759	-0.7717102765	-0.4792584825	0.0953467108	0.8229196345	0.4745174598	-0.0448172244	0.3039009597	0.9916406836	0.1386229537	-0.1248978035	-2.6927079105	0.5960301701	-0.1939362816	-0.5505333611	-0.7518786965	0.3207886281	-0.7569145453	1.2336939566
692	3013	-417.4401880817	4.0036609644	-4.4497583019	-3.2590019800	-0.3965553259	-0.2518544240	3.4363578672	2.3132310442	-0.1519718779	-0.6194377015	-0.1496443602	-1.5562328865	0.6066061477	1.2133702626	-0.8216863149	0.1721372524	0.0566044387	0.6220927569	0.9644650945	-1.4089861861	-2.9134606020	0.5109755329	-0.7411120567	-0.1528791337	0.8522008594	-0.1820908537	0.5311418607	-1.4970438929	0.6428464101	-0.5043625134	-1.6227703397	0.1927855002	0.2217448086	-0.8462086935	-0.4085030495	0.0328885362	1.0159474341	0.2596561873	-0.1027486187	0.3924654903	0.8604981141	0.2522140226	-0.2812235598	-2.8454463503	0.5427774509	0.0794771291	-0.5830103266	-0.6143814831	-0.0241504658	-0.8040412777	1.1989456330
693	3022	-418.1695187553	3.8544657965	-4.7621895509	-3.1245360128	-0.5884284336	-0.1522150390	3.5099907701	2.3315092421	-0.1653718562	-0.6504504490	0.0990351543	-1.5055542482	0.7984914571	1.5131423191	-1.1357956831	0.1805999588	0.4196495604	0.8039075207	0.9933401093	-1.2123282472	-2.4993795803	0.1822270595	-0.6311516946	-0.2253189189	0.8826636213	-0.2797390926	0.2342004148	-1.5880176873	0.6014049929	-0.6649989932	-1.7794051320	0.1620907951	0.2127529645	-1.1891889924	-0.3312430699	-0.3782279786	1.0028378746	0.3966657106	-0.0754607436	0.4911801571	0.7858991248	0.1256368365	-0.1464042397	-2.9051840409	0.5157541707	-0.0332449984	-0.5674401979	-1.0844109718	0.1571175955	-0.6794290463	0.8150535791
694	3029	-419.6299110319	4.0694807782	-5.3898676268	-2.9921555778	-0.4278186844	0.0250629428	3.3431254432	2.3329299180	-0.2820279942	-0.5292305496	0.1491843240	-1.4707594011	0.4739988898	1.6645970245	-1.2702869397	-0.0349208240	0.2677594738	1.2669573555	1.0917410085	-1.3579984635	-2.4511868460	-0.0143586934	-0.4776122980	-0.0649817486	0.8481912189	-0.7010808211	0.4188378842	-1.6743736117	0.1478649851	-0.6918277409	-1.6540407043	0.2616394706	0.0389579444	-1.1548371025	-0.1259350379	-0.5188445146	0.8736515966	0.1787094953	0.0653504519	0.9064736096	0.7905062978	0.2608922554	-0.3584400805	-2.8351735265	0.7528834532	-0.0793259236	-0.4395242565	-0.9672533522	-0.3965661515	-0.5999020563	0.9047938863
695	3033	-418.8513506251	4.0150681519	-5.6119543900	-3.3317524440	-0.1963152156	0.1197254442	3.4282063299	2.2066885138	-0.2559095308	-0.0726979263	-0.1154060111	-1.7416823397	0.4385668949	1.7604617858	-1.1145642518	-0.0771499069	0.4323849832	1.4443135212	1.5282853295	-1.4098105336	-2.6241681470	-0.0968807719	-0.2460335379	-0.0090008066	1.0295945619	-0.6181622453	0.5119358260	-1.5209322248	0.4356688766	-0.6884469657	-1.6620581394	-0.0911459477	0.1022809174	-0.9193171303	-0.1968534516	-0.6558686680	0.7548633405	0.3204670385	0.3720990708	1.1806701710	0.7395531495	0.4639678660	-0.0510945493	-2.8241142317	0.4158026718	-0.1264814274	-0.4947797173	-0.8125065873	-0.4369157884	-0.4936021993	1.3697028615
696	3035	-423.0663943455	4.2024891393	-5.6400223803	-3.7306614943	-0.4224023470	0.0723509830	3.3366795483	1.9322310352	-0.2143795439	0.1742072448	0.3232222954	-1.8837571097	0.4163392032	1.6768578831	-1.1922310051	-0.4601753509	0.3804576386	1.7973824155	1.5327565496	-1.1375058513	-2.6534377586	-0.1694490482	-0.3540513351	0.0279491217	0.9138424645	-0.9834363476	0.4347509027	-1.4793323637	0.5323547592	-0.7590761754	-1.5974019249	-0.2968268789	0.3669562250	-0.8161533499	0.2056012057	-0.5622675652	0.3745575067	0.4970527421	-0.0338576109	1.3371059409	0.9526083937	0.7587052226	0.0006958296	-3.1192588471	0.5973625262	0.0390937342	-0.5850751366	-0.9024910613	-0.6186634226	-0.5221612282	1.4627690750
